Epoch,Score,Tetrominoes,Cleared Lines
1242,101,43,6
1243,70,42,3
1244,57,39,2
1245,90,42,3
1246,63,35,3
1247,19,21,0
1248,55,37,2
1249,53,35,2
1250,42,34,1
1251,111,43,5
1252,72,34,2
1253,41,33,1
1254,34,26,1
1255,57,39,2
1256,38,30,1
1257,36,28,1
1258,39,31,1
1259,82,34,3
1260,86,38,5
1261,114,46,7
1262,51,33,2
1263,37,29,1
1264,101,43,4
1265,26,28,0
1266,19,21,0
1267,93,45,5
1268,42,34,1
1269,162,54,9
1270,36,28,1
1271,117,49,7
1272,57,39,2
1273,63,35,3
1274,97,39,4
1275,52,34,2
1276,61,33,3
1277,61,33,3
1278,61,33,3
1279,83,35,3
1280,26,28,0
1281,124,46,6
1282,212,54,8
1283,150,42,5
1284,42,34,1
1285,44,26,2
1286,24,26,0
1287,55,37,2
1288,67,39,3
1289,31,33,0
1290,29,31,0
1291,57,39,2
1292,73,45,3
1293,179,51,7
1294,38,30,1
1295,64,36,3
1296,27,29,0
1297,54,36,2
1298,43,35,1
1299,59,41,2
1300,33,35,0
1301,40,32,1
1302,28,30,0
1303,39,31,1
1304,38,30,1
1305,41,33,1
1306,38,30,1
1307,19,21,0
1308,30,32,0
1309,21,23,0
1310,36,28,1
1311,19,21,0
1312,128,40,3
1313,120,32,3
1314,55,37,2
1315,50,32,2
1316,30,32,0
1317,29,31,0
1318,28,30,0
1319,29,31,0
1320,33,35,0
1321,68,40,3
1322,42,34,1
1323,92,44,5
1324,58,40,2
1325,78,40,4
1326,105,47,6
1327,73,35,4
1328,136,58,8
1329,68,40,3
1330,23,25,0
1331,45,37,1
1332,27,29,0
1333,27,29,0
1334,58,40,2
1335,42,34,1
1336,79,41,4
1337,76,38,4
1338,90,42,5
1339,152,54,8
1340,63,35,3
1341,68,30,2
1342,113,45,5
1343,67,39,3
1344,51,33,2
1345,42,34,1
1346,75,37,4
1347,23,25,0
1348,23,25,0
1349,20,22,0
1350,16,18,0
1351,25,27,0
1352,38,30,1
1353,20,22,0
1354,17,19,0
1355,110,42,5
1356,49,31,2
1357,36,28,1
1358,22,24,0
1359,35,27,1
1360,15,17,0
1361,90,32,4
1362,78,40,4
1363,107,49,6
1364,68,40,3
1365,46,28,2
1366,70,42,3
1367,45,37,1
1368,49,31,2
1369,29,31,0
1370,75,37,2
1371,40,32,1
1372,43,35,1
1373,39,31,1
1374,56,38,2
1375,27,29,0
1376,39,31,1
1377,31,23,1
1378,111,43,5
1379,52,34,2
1380,45,37,1
1381,54,36,2
1382,43,35,1
1383,67,39,3
1384,37,29,1
1385,26,28,0
1386,26,28,0
1387,21,23,0
1388,25,27,0
1389,57,39,2
1390,30,32,0
1391,28,30,0
1392,41,33,1
1393,70,42,3
1394,28,30,0
1395,68,40,3
1396,40,32,1
1397,112,44,5
1398,25,27,0
1399,89,41,3
1400,184,56,9
1401,26,28,0
1402,69,41,3
1403,115,47,5
1404,60,32,3
1405,44,36,1
1406,59,41,2
1407,28,30,0
1408,25,27,0
1409,166,48,8
1410,216,68,13
1411,38,30,1
1412,79,41,4
1413,31,33,0
1414,65,37,3
1415,28,20,1
1416,107,49,6
1417,41,33,1
1418,171,53,8
1419,43,35,1
1420,83,45,4
1421,35,27,1
1422,37,29,1
1423,22,24,0
1424,48,30,2
1425,103,35,5
1426,188,60,11
1427,89,41,3
1428,66,38,3
1429,43,35,1
1430,71,43,3
1431,71,43,3
1432,67,39,3
1433,111,43,5
1434,58,40,2
1435,140,52,7
1436,49,31,2
1437,46,38,1
1438,29,31,0
1439,56,38,2
1440,94,46,5
1441,77,39,4
1442,281,73,15
1443,27,29,0
1444,134,46,7
1445,126,48,6
1446,93,45,5
1447,80,42,4
1448,160,42,6
1449,39,31,1
1450,28,30,0
1451,56,38,2
1452,28,30,0
1453,25,27,0
1454,27,29,0
1455,27,29,0
1456,40,32,1
1457,37,29,1
1458,67,39,3
1459,172,64,11
1460,187,59,11
1461,66,38,3
1462,196,68,13
1463,113,45,7
1464,127,49,8
1465,33,25,1
1466,167,59,11
1467,153,55,8
1468,116,48,7
1469,303,75,17
1470,51,33,2
1471,29,31,0
1472,180,62,10
1473,133,55,8
1474,108,50,6
1475,173,55,10
1476,185,57,11
1477,43,35,1
1478,75,37,2
1479,68,40,3
1480,104,46,6
1481,70,42,3
1482,66,38,3
1483,177,59,10
1484,42,34,1
1485,209,61,11
1486,68,30,2
1487,60,32,3
1488,81,43,4
1489,127,49,8
1490,150,42,5
1491,88,40,5
1492,133,55,8
1493,179,51,7
1494,140,52,9
1495,265,67,12
1496,53,35,2
1497,149,51,8
1498,40,32,1
1499,80,42,4
1500,38,30,1
1501,58,40,2
1502,171,53,8
1503,57,39,2
1504,44,36,1
1505,66,38,3
1506,103,45,4
1507,68,40,3
1508,68,40,3
1509,82,44,4
1510,198,70,13
1511,39,31,1
1512,218,70,13
1513,189,61,11
1514,52,34,2
1515,64,36,3
1516,85,47,4
1517,54,36,2
1518,68,40,3
1519,27,29,0
1520,32,34,0
1521,27,29,0
1522,31,33,0
1523,28,30,0
1524,55,37,2
1525,37,39,0
1526,69,41,3
1527,328,70,14
1528,172,54,8
1529,292,84,19
1530,118,50,7
1531,159,51,9
1532,122,54,7
1533,201,63,12
1534,170,52,10
1535,107,39,5
1536,236,68,13
1537,185,57,9
1538,28,30,0
1539,48,40,1
1540,32,34,0
1541,41,33,1
1542,53,35,2
1543,31,33,0
1544,30,32,0
1545,33,35,0
1546,26,28,0
1547,60,42,2
1548,54,36,2
1549,28,30,0
1550,138,50,7
1551,383,95,23
1552,113,45,5
1553,437,99,26
1554,69,41,3
1555,55,37,2
1556,26,28,0
1557,45,37,1
1558,59,41,2
1559,127,49,6
1560,43,35,1
1561,103,45,4
1562,98,50,5
1563,96,48,5
1564,116,48,5
1565,55,37,2
1566,196,58,12
1567,31,33,0
1568,41,33,1
1569,150,42,5
1570,57,39,2
1571,33,35,0
1572,87,49,4
1573,45,37,1
1574,55,37,2
1575,32,34,0
1576,127,49,6
1577,29,31,0
1578,43,35,1
1579,103,45,4
1580,128,40,3
1581,85,37,5
1582,355,67,13
1583,216,58,12
1584,88,40,3
1585,68,40,3
1586,52,34,2
1587,40,32,1
1588,81,43,4
1589,27,29,0
1590,143,45,6
1591,91,43,5
1592,141,53,9
1593,103,45,4
1594,115,47,5
1595,150,52,8
1596,134,56,8
1597,104,46,6
1598,33,35,0
1599,69,41,3
1600,47,29,2
1601,59,41,2
1602,29,31,0
1603,34,36,0
1604,28,30,0
1605,31,33,0
1606,46,38,1
1607,91,43,3
1608,30,32,0
1609,78,40,4
1610,33,35,0
1611,123,55,7
1612,57,39,2
1613,59,41,2
1614,87,39,3
1615,36,38,0
1616,41,33,1
1617,35,37,0
1618,77,39,2
1619,28,30,0
1620,57,39,2
1621,127,49,6
1622,35,37,0
1623,21,23,0
1624,24,26,0
1625,48,40,1
1626,150,52,8
1627,40,32,1
1628,149,51,8
1629,128,50,8
1630,285,77,15
1631,76,38,4
1632,344,76,17
1633,227,69,14
1634,212,64,13
1635,81,43,4
1636,81,43,4
1637,27,29,0
1638,71,43,3
1639,55,37,2
1640,164,56,9
1641,231,63,11
1642,25,27,0
1643,115,47,5
1644,165,47,6
1645,17,19,0
1646,85,47,4
1647,217,69,13
1648,238,60,12
1649,590,82,21
1650,198,60,10
1651,60,42,2
1652,34,26,1
1653,106,48,4
1654,70,42,3
1655,57,39,2
1656,36,38,0
1657,30,32,0
1658,32,34,0
1659,32,34,0
1660,32,34,0
1661,52,34,2
1662,31,33,0
1663,33,35,0
1664,314,76,18
1665,149,41,5
1666,118,40,4
1667,106,38,5
1668,222,64,12
1669,86,38,3
1670,191,53,10
1671,73,45,3
1672,99,51,5
1673,57,39,2
1674,75,47,3
1675,60,32,3
1676,42,34,1
1677,115,47,5
1678,67,39,3
1679,30,32,0
1680,75,37,4
1681,80,42,4
1682,241,63,12
1683,280,72,15
1684,143,55,9
1685,56,38,2
1686,85,47,4
1687,313,75,18
1688,68,40,3
1689,155,57,8
1690,275,67,15
1691,58,40,2
1692,225,67,12
1693,89,41,3
1694,95,47,5
1695,58,40,2
1696,72,44,3
1697,67,39,3
1698,95,47,5
1699,112,44,5
1700,58,40,2
1701,62,44,2
1702,32,34,0
1703,126,48,6
1704,44,36,1
1705,259,71,15
1706,280,82,20
1707,266,78,17
1708,169,61,11
1709,285,77,17
1710,186,58,11
1711,590,122,37
1712,100,42,4
1713,270,72,14
1714,237,59,10
1715,47,39,1
1716,106,48,6
1717,114,46,5
1718,47,39,1
1719,45,37,1
1720,69,41,3
1721,45,37,1
1722,182,54,9
1723,73,35,2
1724,121,53,7
1725,208,60,11
1726,26,28,0
1727,117,49,5
1728,82,44,4
1729,84,46,4
1730,87,49,4
1731,121,53,7
1732,109,51,6
1733,163,45,6
1734,227,69,12
1735,282,74,17
1736,87,49,4
1737,266,78,17
1738,317,79,18
1739,247,79,17
1740,71,43,3
1741,172,64,11
1742,361,83,20
1743,516,108,31
1744,132,54,8
1745,269,81,17
1746,190,62,11
1747,113,45,5
1748,266,68,14
1749,616,128,39
1750,219,61,10
1751,226,68,12
1752,364,76,17
1753,81,43,4
1754,454,116,32
1755,55,37,2
1756,167,59,9
1757,215,67,13
1758,796,148,45
1759,266,58,11
1760,206,68,12
1761,130,52,8
1762,90,42,3
1763,74,46,3
1764,103,45,4
1765,46,38,1
1766,33,35,0
1767,59,41,2
1768,49,41,1
1769,32,34,0
1770,151,53,8
1771,192,64,11
1772,112,44,5
1773,302,74,15
1774,527,109,30
1775,467,119,33
1776,70,42,3
1777,578,130,39
1778,240,62,12
1779,235,67,13
1780,360,102,26
1781,328,80,19
1782,515,97,24
1783,96,48,5
1784,142,54,7
1785,69,41,3
1786,127,49,6
1787,247,59,11
1788,314,76,16
1789,545,117,33
1790,654,126,35
1791,436,98,26
1792,912,184,59
1793,211,73,14
1794,573,125,37
1795,197,59,10
1796,83,45,4
1797,45,37,1
1798,33,35,0
1799,32,34,0
1800,43,35,1
1801,106,48,4
1802,351,83,19
1803,390,92,24
1804,1054,226,75
1805,106,48,6
1806,264,76,15
1807,172,64,11
1808,432,104,27
1809,271,73,16
1810,517,109,29
1811,516,108,29
1812,357,69,13
1813,71,43,3
1814,87,39,3
1815,47,39,1
1816,42,34,1
1817,166,48,6
1818,561,113,31
1819,632,134,40
1820,404,96,23
1821,144,56,9
1822,613,125,35
1823,671,123,35
1824,498,120,34
1825,1055,217,72
1826,629,151,46
1827,658,150,47
1828,299,81,20
1829,465,107,30
1830,134,46,7
1831,465,107,28
1832,259,71,17
1833,43,35,1
1834,30,32,0
1835,84,46,4
1836,69,41,3
1837,85,47,4
1838,47,39,1
1839,48,40,1
1840,46,38,1
1841,45,37,1
1842,32,34,0
1843,33,35,0
1844,31,33,0
1845,59,41,2
1846,73,45,3
1847,389,81,17
1848,366,78,17
1849,1074,166,51
1850,1758,250,85
1851,138,50,7
1852,511,83,21
1853,132,44,5
1854,129,51,6
1855,169,61,9
1856,60,42,2
1857,54,36,2
1858,66,38,3
1859,78,40,2
1860,33,35,0
1861,38,40,0
1862,34,36,0
1863,37,39,0
1864,32,34,0
1865,25,27,0
1866,43,35,1
1867,78,40,2
1868,91,43,3
1869,457,89,21
1870,1266,198,65
1871,973,155,48
1872,1555,247,85
1873,809,141,45
1874,1275,237,82
1875,482,94,23
1876,1781,283,100
1877,104,46,4
1878,219,71,13
1879,46,38,1
1880,69,41,3
1881,41,33,1
1882,124,56,7
1883,45,37,1
1884,35,37,0
1885,194,66,11
1886,191,63,11
1887,230,72,14
1888,518,90,21
1889,59,41,2
1890,307,79,17
1891,263,65,12
1892,77,39,4
1893,72,44,3
1894,46,38,1
1895,84,46,4
1896,98,50,5
1897,251,73,16
1898,33,35,0
1899,277,69,13
1900,225,67,12
1901,312,84,19
1902,435,87,21
1903,86,48,4
1904,252,74,16
1905,300,82,18
1906,390,82,19
1907,159,61,10
1908,57,39,2
1909,71,43,3
1910,95,47,5
1911,314,76,16
1912,261,63,12
1913,114,46,5
1914,53,35,2
1915,84,46,4
1916,209,51,8
1917,259,71,15
1918,726,148,46
1919,961,173,55
1920,1963,295,103
1921,541,103,28
1922,181,53,7
1923,1343,215,71
1924,506,98,25
1925,193,55,8
1926,658,130,37
1927,430,72,16
1928,61,43,2
1929,136,48,7
1930,151,43,5
1931,81,43,4
1932,45,37,1
1933,96,48,5
1934,57,39,2
1935,72,44,3
1936,124,56,7
1937,85,47,4
1938,1100,142,44
1939,258,70,13
1940,619,91,23
1941,753,125,35
1942,233,55,8
1943,169,51,8
1944,85,47,4
1945,60,42,2
1946,147,59,9
1947,55,37,2
1948,277,59,10
1949,124,46,6
1950,409,81,19
1951,261,73,15
1952,97,49,5
1953,129,51,6
1954,215,67,13
1955,193,55,8
1956,223,65,12
1957,32,34,0
1958,97,49,5
1959,123,55,7
1960,213,65,11
1961,681,113,31
1962,1218,190,61
1963,312,74,14
1964,105,47,4
1965,33,35,0
1966,60,32,3
1967,43,35,1
1968,30,32,0
1969,70,42,3
1970,1401,173,55
1971,13532,1694,662
1972,11625,1647,644
1973,6289,891,342
1974,6751,1003,387
1975,11454,1646,643
1976,6697,949,365
1977,20327,2559,1009
1978,336,68,13
1979,31,33,0
1980,60,42,2
1981,53,35,2
1982,46,38,1
1983,28,30,0
1984,41,33,1
1985,35,37,0
1986,31,33,0
1987,32,34,0
1988,33,35,0
1989,31,33,0
1990,28,30,0
1991,26,28,0
1992,28,30,0
1993,19,21,0
1994,17,19,0
1995,11,13,0
1996,16,18,0
1997,18,20,0
1998,19,21,0
1999,14,16,0
2000,19,21,0
2001,14,16,0
2002,13,15,0
2003,126,38,5
2004,39,41,0
2005,32,34,0
2006,28,30,0
2007,113,45,5
2008,77,39,2
2009,34,36,0
2010,30,32,0
2011,48,40,1
2012,29,31,0
2013,33,35,0
2014,50,42,1
2015,46,38,1
2016,135,57,8
2017,110,52,6
2018,2552,344,123
2019,3757,599,224
2020,749,131,38
2021,3744,566,212
2022,881,133,37
2023,94,46,5
2024,60,42,2
2025,41,33,1
2026,36,38,0
2027,46,38,1
2028,59,41,2
2029,70,42,3
2030,123,55,7
2031,272,64,11
2032,496,108,29
2033,212,64,11
2034,1033,165,51
2035,199,61,10
2036,3131,473,174
2037,1239,211,71
2038,1208,180,57
2039,1467,249,84
2040,97,49,5
2041,1282,224,76
2042,2334,266,91
2043,203,65,12
2044,91,43,3
2045,138,50,7
2046,86,48,4
2047,62,44,2
2048,98,50,5
2049,200,62,10
2050,259,61,10
2051,1083,205,68
2052,1722,294,103
2053,1606,278,95
2054,1157,209,69
2055,4060,582,218
2056,6044,936,359
2057,5333,805,307
2058,3331,543,203
2059,5570,862,329
2060,2113,355,128
2061,2346,388,140
2062,2641,403,146
2063,6046,788,300
2064,453,85,19
2065,345,67,12
2066,401,83,20
2067,155,47,5
2068,80,42,4
2069,74,46,3
2070,30,32,0
2071,62,44,2
2072,29,31,0
2073,61,43,2
2074,71,43,3
2075,283,65,12
2076,775,127,35
2077,2066,328,116
2078,14023,2115,831
2079,2834,496,184
2080,4455,757,288
2081,3395,577,218
2082,7309,1241,481
2083,10411,1543,603
2084,2441,343,122
2085,607,119,33
2086,58,40,2
2087,47,39,1
2088,49,41,1
2089,29,31,0
2090,29,31,0
2091,45,37,1
2092,24,26,0
2093,30,32,0
2094,45,37,1
2095,32,34,0
2096,33,35,0
2097,34,36,0
2098,35,37,0
2099,29,31,0
2100,28,30,0
2101,33,35,0
2102,747,119,33
2103,15472,2284,899
2104,4919,871,333
2105,2293,405,147
2106,2014,386,139
2107,1915,357,128
2108,5512,974,374
2109,2486,408,148
2110,1063,215,71
2111,542,114,31
2112,839,151,45
2113,558,100,26
2114,183,55,7
2115,95,47,5
2116,280,72,13
2117,46,38,1
2118,96,48,5
2119,279,81,18
2120,346,98,25
2121,404,106,28
2122,809,151,46
2123,585,137,39
2124,1074,226,75
2125,1143,245,84
2126,1939,371,133
2127,1084,236,79
2128,268,80,17
2129,640,152,45
2130,721,153,47
2131,373,95,24
2132,851,163,51
2133,677,149,45
2134,723,155,47
2135,1202,204,66
2136,110,52,6
2137,543,95,23
2138,482,104,26
2139,203,55,9
2140,738,130,37
2141,200,72,13
2142,531,113,30
2143,1102,194,63
2144,706,128,36
2145,305,77,17
2146,1932,354,126
2147,905,187,60
2148,2933,545,203
2149,3846,708,268
2150,1546,318,113
2151,3722,694,265
2152,1217,239,82
2153,1246,248,84
2154,2650,512,190
2155,3529,611,230
2156,13056,2258,890
2157,107723,16685,6662
2158,3637,469,173
2159,70,42,3
2160,36,38,0
2161,34,36,0
2162,49,41,1
2163,35,37,0
2164,32,34,0
2165,34,36,0
2166,34,36,0
2167,33,35,0
2168,32,34,0
2169,35,37,0
2170,33,35,0
2171,29,31,0
2172,31,33,0
2173,41,33,1
2174,46,38,1
2175,34,36,0
2176,54,36,2
2177,111,53,6
2178,31,33,0
2179,91,43,3
2180,179,61,10
2181,135,47,5
2182,814,106,29
2183,149,51,6
2184,128,50,6
2185,75,47,3
2186,68,40,3
2187,58,40,2
2188,71,43,3
2189,158,50,5
2190,142,54,7
2191,367,89,20
2192,390,82,19
2193,1444,166,52
2194,5052,514,192
2195,5352,544,205
2196,1701,183,58
2197,176,58,8
2198,310,82,19
2199,146,58,7
2200,1687,209,70
2201,231,73,14
2202,1000,142,46
2203,2180,322,114
2204,106897,13649,5445
2205,396055,52677,21056
2206,106768,13770,5494
2207,3486,448,166
2208,176,58,8
2209,93,45,5
2210,29,31,0
2211,34,36,0
2212,34,36,0
2213,35,37,0
2214,37,39,0
2215,35,37,0
2216,35,37,0
2217,25,27,0
2218,23,25,0
2219,28,30,0
2220,30,32,0
2221,30,32,0
2222,24,26,0
2223,30,32,0
2224,32,34,0
2225,27,29,0
2226,30,32,0
2227,31,33,0
2228,30,32,0
2229,31,33,0
2230,33,35,0
2231,33,35,0
2232,31,33,0
2233,30,32,0
2234,33,35,0
2235,42,34,1
2236,47,39,1
2237,36,38,0
2238,219,61,10
2239,230,62,11
2240,143,55,7
2241,44,36,1
2242,104,46,4
2243,162,54,7
2244,46,38,1
2245,32,34,0
2246,33,35,0
2247,36,38,0
2248,35,37,0
2249,33,35,0
2250,30,32,0
2251,32,34,0
2252,31,33,0
2253,33,35,0
2254,47,39,1
2255,102,44,4
2256,37,39,0
2257,306,68,12
2258,61,43,2
2259,143,55,7
2260,123,55,7
2261,249,61,9
2262,59,41,2
2263,509,91,22
2264,62,44,2
2265,140,52,7
2266,203,55,7
2267,189,61,9
2268,87,49,4
2269,211,63,11
2270,187,59,9
2271,137,49,5
2272,142,54,7
2273,484,86,20
2274,474,96,24
2275,544,116,31
2276,433,85,21
2277,2579,471,173
2278,991,183,59
2279,3377,599,224
2280,1099,221,74
2281,3210,592,222
2282,5812,954,368
2283,4919,801,306
2284,59074,8996,3584
2285,5578,820,316
2286,18257,2749,1085
2287,66037,9269,3693
2288,189888,26720,10673
2289,15649,2271,894
2290,70336,9698,3866
2291,192243,25175,10057
2292,14493,1675,656
2293,96,48,5
2294,150,52,6
2295,33,35,0
2296,41,33,1
2297,28,30,0
2298,28,30,0
2299,31,33,0
2300,34,36,0
2301,28,30,0
2302,29,31,0
2303,33,35,0
2304,32,34,0
2305,34,36,0
2306,23,25,0
2307,34,36,0
2308,33,35,0
2309,32,34,0
2310,35,37,0
2311,30,32,0
2312,30,32,0
2313,72,44,3
2314,57,39,2
2315,60,42,2
2316,33,35,0
2317,456,78,16
2318,467,79,17
2319,310,72,14
2320,303,65,12
2321,1027,149,46
2322,1166,178,57
2323,296,68,13
2324,605,87,20
2325,650,132,38
2326,397,99,24
2327,995,167,51
2328,548,100,25
2329,316,78,16
2330,128,50,6
2331,34,36,0
2332,45,37,1
2333,270,62,9
2334,147,49,6
2335,84,46,4
2336,94,46,3
2337,115,47,5
2338,57,39,2
2339,62,44,2
2340,47,39,1
2341,54,36,2
2342,47,39,1
2343,35,37,0
2344,59,41,2
2345,32,34,0
2346,91,43,3
2347,58,40,2
2348,46,38,1
2349,36,38,0
2350,32,34,0
2351,38,30,1
2352,59,41,2
2353,57,39,2
2354,90,42,3
2355,36,38,0
2356,33,35,0
2357,35,37,0
2358,32,34,0
2359,91,43,3
2360,322,64,12
2361,233,65,13
2362,50413,7185,2859
2363,35946,5358,2131
2364,77307,11329,4518
2365,7800,1222,474
2366,7021,1093,423
2367,10691,1743,683
2368,17141,2493,983
2369,3953,665,251
2370,4440,742,282
2371,13794,1836,720
2372,2213,415,150
2373,42382,6154,2447
2374,21640,2972,1175
2375,2131,253,86
2376,32,34,0
2377,97,49,5
2378,217,69,13
2379,33,35,0
2380,33,35,0
2381,46,38,1
2382,34,36,0
2383,34,36,0
2384,155,47,5
2385,37,29,1
2386,1056,128,37
2387,25,27,0
2388,742,94,25
2389,3078,330,119
2390,9268,1140,441
2391,19357,2159,850
2392,26579,2851,1129
2393,9352,954,368
2394,843,105,30
2395,1597,189,63
2396,3615,347,123
2397,1826,218,73
2398,134,36,4
2399,32,34,0
2400,27,29,0
2401,36,28,1
2402,33,35,0
2403,32,34,0
2404,27,29,0
2405,32,34,0
2406,214,66,11
2407,561,83,20
2408,1424,186,60
2409,5247,609,232
2410,51166,5548,2206
2411,100856,10908,4351
2412,2810,282,99
2413,691,93,22
2414,103,45,4
2415,37,39,0
2416,33,35,0
2417,31,33,0
2418,31,33,0
2419,30,32,0
2420,23,25,0
2421,26,28,0
2422,27,29,0
2423,24,26,0
2424,22,24,0
2425,27,29,0
2426,24,26,0
2427,234,66,11
2428,594,96,24
2429,3737,519,194
2430,60840,7962,3172
2431,11797,1549,605
